item_id,legalbench_task,domain,task_family,ground_truth,expert_prompt_preview
diversity_2__test__140,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Idaho. William is from Idaho. Benjamin is from Washington. Charlotte sues William and Benjamin each for breach of contract for $822,000."
diversity_2__test__141,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from Iowa. Mia is from Iowa. Charlotte is from Delaware. Benjamin sues Mia and Charlotte each for patent infringement for $8,889,000."
diversity_2__test__142,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Mia is from Idaho. Evelyn is from Utah. Olivia is from Idaho. Mia sues Evelyn and Olivia each for negligence for $29,000."
diversity_2__test__143,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Colorado. Emma is from Colorado. Theodore is from Vermont. Charlotte sues Emma and Theodore each for defamation for $28,000."
diversity_2__test__144,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Olivia is from Oklahoma. Sophia is from Oklahoma. Mia is from Utah. Olivia sues Sophia and Mia each for securities fraud for $18,000."
diversity_2__test__145,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from New Mexico. James is from Mississippi. Henry is from Iowa. Olivia sues James and Henry each for securities fraud for $4,932,000."
diversity_2__test__146,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Iowa. Lucas is from Missouri. Isabella is from Iowa. Charlotte sues Lucas and Isabella each for copyright infringement for $47,000."
diversity_2__test__147,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Emma is from Nevada. Oliver is from Nevada. Isabella is from Kentucky. Emma sues Oliver and Isabella each for negligence for $40,000."
diversity_2__test__148,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Sophia is from Idaho. Henry is from North Dakota. Emma is from Washington. Sophia sues Henry and Emma each for medical malpractice for $9,000."
diversity_2__test__149,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Rhode Island. Charlotte is from Alaska. Benjamin is from Utah. Ava sues Charlotte and Benjamin each for medical malpractice for $8,881,000."
diversity_2__test__150,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Maryland. Charlotte is from South Dakota. Lucas is from Missouri. Liam sues Charlotte and Lucas each for copyright infringement for $52,000."
diversity_2__test__151,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Ohio. Lucas is from Texas. William is from Idaho. Mia sues Lucas and William each for legal malpractice for $2,796,000."
diversity_2__test__152,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Isabella is from Montana. Charlotte is from Montana. Olivia is from South Carolina. Isabella sues Charlotte and Olivia each for securities fraud for $54,000."
diversity_2__test__153,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Charlotte is from New Jersey. James is from Maine. Mia is from Michigan. Charlotte sues James and Mia each for trespass for $5,212,000."
diversity_2__test__154,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Colorado. Harper is from Utah. James is from Arkansas. Elijah sues Harper and James each for wrongful eviction for $2,324,000."
diversity_2__test__155,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Olivia is from Delaware. Liam is from Delaware. Evelyn is from North Carolina. Olivia sues Liam and Evelyn each for defamation for $38,000."
diversity_2__test__156,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from North Dakota. Harper is from Wyoming. Amelia is from North Dakota. Charlotte sues Harper and Amelia each for wrongful eviction for $21,000."
diversity_2__test__157,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Emma is from Kentucky. Sophia is from Hawaii. Liam is from Arkansas. Emma sues Sophia and Liam each for defamation for $790,000."
diversity_2__test__158,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Emma is from Virginia. Liam is from Virginia. Noah is from Oregon. Emma sues Liam and Noah each for patent infringement for $9,567,000."
diversity_2__test__159,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from Mississippi. Isabella is from Mississippi. Henry is from Connecticut. Benjamin sues Isabella and Henry each for trademark infringement for $27,000."
diversity_2__test__160,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Isabella is from Missouri. Olivia is from Massachusetts. Harper is from South Carolina. Isabella sues Olivia and Harper each for patent infringement for $2,559,000."
diversity_2__test__161,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"James is from Alaska. William is from Maine. Harper is from Mississippi. James sues William and Harper each for patent infringement for $5,896,000."
diversity_2__test__162,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Oliver is from Idaho. Liam is from Mississippi. Mia is from Idaho. Oliver sues Liam and Mia each for breach of contract for $1,612,000."
diversity_2__test__163,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Mississippi. Mia is from Mississippi. Liam is from Texas. Charlotte sues Mia and Liam each for negligence for $45,000."
diversity_2__test__164,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from Minnesota. Oliver is from Maryland. William is from California. Elijah sues Oliver and William each for patent infringement for $13,000."
diversity_2__test__165,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Indiana. Sophia is from Kentucky. Isabella is from Indiana. Liam sues Sophia and Isabella each for patent infringement for $2,287,000."
diversity_2__test__166,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from Iowa. James is from Missouri. Harper is from Iowa. Elijah sues James and Harper each for defamation for $19,000."
diversity_2__test__167,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Amelia is from North Carolina. Ava is from North Carolina. Isabella is from Massachusetts. Amelia sues Ava and Isabella each for wrongful eviction for $524,000."
diversity_2__test__168,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"William is from Nebraska. Oliver is from Michigan. Noah is from Nebraska. William sues Oliver and Noah each for patent infringement for $5,000."
diversity_2__test__169,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Emma is from Pennsylvania. Evelyn is from North Dakota. Sophia is from South Dakota. Emma sues Evelyn and Sophia each for patent infringement for $5,758,000."
diversity_2__test__170,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Evelyn is from North Dakota. Oliver is from North Dakota. Benjamin is from North Dakota. Evelyn sues Oliver and Benjamin each for breach of contract for $7,351,000."
diversity_2__test__171,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Wyoming. Benjamin is from Maryland. Elijah is from South Dakota. Theodore sues Benjamin and Elijah each for wrongful eviction for $31,000."
diversity_2__test__172,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Georgia. Oliver is from Georgia. Charlotte is from Hawaii. Theodore sues Oliver and Charlotte each for trespass for $6,574,000."
diversity_2__test__173,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Delaware. Lucas is from Virginia. Emma is from Idaho. Ava sues Lucas and Emma each for trespass for $2,420,000."
diversity_2__test__174,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Louisiana. Noah is from Idaho. Evelyn is from Louisiana. Liam sues Noah and Evelyn each for patent infringement for $1,384,000."
diversity_2__test__175,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Sophia is from Indiana. Noah is from Nevada. Olivia is from Indiana. Sophia sues Noah and Olivia each for negligence for $4,811,000."
diversity_2__test__176,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Noah is from Ohio. Evelyn is from Indiana. Oliver is from South Carolina. Noah sues Evelyn and Oliver each for patent infringement for $9,637,000."
diversity_2__test__177,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Harper is from New Mexico. Oliver is from New Jersey. Sophia is from Kentucky. Harper sues Oliver and Sophia each for trademark infringement for $61,000."
diversity_2__test__178,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from Nevada. Charlotte is from Wisconsin. Isabella is from Nevada. Benjamin sues Charlotte and Isabella each for trademark infringement for $71,000."
diversity_2__test__179,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Harper is from North Carolina. Olivia is from Florida. Evelyn is from North Carolina. Harper sues Olivia and Evelyn each for negligence for $665,000."
diversity_2__test__180,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from California. Charlotte is from California. Elijah is from South Dakota. Benjamin sues Charlotte and Elijah each for wrongful eviction for $192,000."
diversity_2__test__181,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Isabella is from Kentucky. Olivia is from Illinois. Harper is from Arkansas. Isabella sues Olivia and Harper each for trespass for $73,000."
diversity_2__test__182,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Vermont. Mia is from Louisiana. Emma is from California. Ava sues Mia and Emma each for medical malpractice for $2,157,000."
diversity_2__test__183,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Oliver is from Missouri. Noah is from Missouri. Elijah is from Idaho. Oliver sues Noah and Elijah each for trademark infringement for $2,433,000."
diversity_2__test__184,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Mississippi. Evelyn is from Maine. Noah is from Mississippi. Charlotte sues Evelyn and Noah each for negligence for $6,754,000."
diversity_2__test__185,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from Alabama. Amelia is from Alabama. William is from California. Elijah sues Amelia and William each for patent infringement for $7,671,000."
diversity_2__test__186,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Wisconsin. Liam is from North Carolina. Evelyn is from Oklahoma. Mia sues Liam and Evelyn each for legal malpractice for $9,553,000."
diversity_2__test__187,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Olivia is from Virginia. Isabella is from Wyoming. Noah is from Pennsylvania. Olivia sues Isabella and Noah each for trademark infringement for $66,000."
diversity_2__test__188,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Ava is from Mississippi. Lucas is from Mississippi. Evelyn is from Connecticut. Ava sues Lucas and Evelyn each for defamation for $24,000."
diversity_2__test__189,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Arkansas. Mia is from Arkansas. Sophia is from Connecticut. Theodore sues Mia and Sophia each for defamation for $3,813,000."
diversity_2__test__190,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Harper is from Tennessee. Sophia is from Iowa. William is from South Carolina. Harper sues Sophia and William each for negligence for $2,870,000."
diversity_2__test__191,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"William is from Washington. Henry is from Connecticut. Mia is from Washington. William sues Henry and Mia each for breach of contract for $845,000."
diversity_2__test__192,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"James is from Rhode Island. Emma is from North Carolina. Ava is from Rhode Island. James sues Emma and Ava each for breach of contract for $7,588,000."
diversity_2__test__193,diversity_2,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from Virginia. William is from New Mexico. Sophia is from Connecticut. Olivia sues William and Sophia each for defamation for $7,571,000."
diversity_2__test__194,diversity_2,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Delaware. Elijah is from Indiana. Olivia is from South Dakota. Charlotte sues Elijah and Olivia each for legal malpractice for $4,000."
